mine_id,name,state,district,company,mine_type,ownership,status
CM-198,Kathara Colly,Jharkhand,BOKARO,CCL,OPENCAST,PUBLIC,WORKING
CM-199,Kathautia Open Cast Coal Mine,Jharkhand,PALAMU,HIL,OPENCAST,PRIVATE,WORKING
CM-200,Katkona 1 & 2,Chhattisgarh,KOREA,SECL,UNDERGROUND,PUBLIC,WORKING
CM-201,Kedla (OC),Jharkhand,RAMGARH,CCL,OPENCAST,PUBLIC,NON_WORKING
CM-202,Kedla UG,Jharkhand,RAMGARH,CCL,UNDERGROUND,PUBLIC,NON_WORKING
CM-203,Kerandari,Jharkhand,HAZARIBAGH,NTPC,OPENCAST,PUBLIC,WORKING
CM-204,Ketki,Chhattisgarh,SURGUJA,SECL,UNDERGROUND,PUBLIC,WORKING
CM-205,Khadia Project,Uttar Pradesh,SONBHADRA,NCL,OPENCAST,PUBLIC,WORKING
CM-206,Khairagura OC,Telangana,Komaram Bheem,SCCL,OPENCAST,PUBLIC,WORKING
CM-207,Khairaha,Madhya Pradesh,SHAHDOL,SECL,UNDERGROUND,PUBLIC,WORKING
CM-208,Khandra Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING
CM-209,Kharkharee,Jharkhand,DHANBAD,BCCL,UNDERGROUND,PUBLIC,WORKING
CM-210,Khas Kajora Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING
CM-211,Khoodia,Jharkhand,DHANBAD,ECL,UNDERGROUND,PUBLIC,WORKING
CM-212,Khottadih OCP,West Bengal,Bardhaman,ECL,OPENCAST,PUBLIC,WORKING
CM-213,Khottadih UG,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING
CM-214,Kistaram OC,Telangana,KHAMMAM,SCCL,OPENCAST,PUBLIC,WORKING
CM-215,"Kolarpimpri,",Maharashtra,YAVATMAL,WCL,OPENCAST,PUBLIC,WORKING
CM-216,Kolgaon OC,Maharashtra,YAVATMAL,WCL,OPENCAST,PUBLIC,WORKING
CM-217,Kondapuram UG,Telangana,KHAMMAM,SCCL,UNDERGROUND,PUBLIC,WORKING
CM-218,Koya Gundem OC II,Telangana,KHAMMAM,SCCL,OPENCAST,PUBLIC,WORKING
CM-219,Krishnshila OCP,Uttar Pradesh,SONBHADRA,NCL,OPENCAST,PUBLIC,WORKING
CM-220,Kujama,Jharkhand,DHANBAD,BCCL,OPENCAST,PUBLIC,WORKING
CM-221,Kuju Colliery,Jharkhand,RAMGARH,CCL,OPENCAST,PUBLIC,NON_WORKING
CM-222,Kulda OCP Balinga,Odisha,SUNDARGARH,MCL,OPENCAST,PUBLIC,WORKING
CM-223,Kumardhubi Colliery,Jharkhand,DHANBAD,ECL,UNDERGROUND,PUBLIC,WORKING
CM-224,Kumardihi-A Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING
CM-225,Kumda 7 & 8,Chhattisgarh,SURGUJA,SECL,UNDERGROUND,PUBLIC,WORKING
CM-226,Kunustoria Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING
CM-227,Kurasia UG,Chhattisgarh,KOREA,SECL,UNDERGROUND,PUBLIC,WORKING
CM-228,Kurja/Sheetaldhara/Kapildhara,Madhya Pradesh,SHAHDOL,SECL,UNDERGROUND,PUBLIC,WORKING
CM-229,Kusmunda Project,Chhattisgarh,KORBA,SECL,OPENCAST,PUBLIC,WORKING
CM-230,Kuya,Jharkhand,DHANBAD,BCCL,OPENCAST,PUBLIC,WORKING
CM-231,Laiyo UGP,Jharkhand,RAMGARH,CCL,UNDERGROUND,PUBLIC,NON_WORKING
CM-232,Lajkura OCP,Odisha,JHARSUGUDA,MCL,OPENCAST,PUBLIC,WORKING
CM-233,Lakhimata,Jharkhand,DHANBAD,ECL,UNDERGROUND,PUBLIC,WORKING
CM-234,Lingaraj OCP,Odisha,Angul,MCL,OPENCAST,PUBLIC,WORKING
CM-235,Lower Kenda Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING
CM-236,Madhaipur,West Bengal,Bardhaman,ECL,MIXED,PUBLIC,WORKING
CM-237,Madhaipur Mixed,West Bengal,Bardhaman,ECL,MIXED,PUBLIC,WORKING
CM-238,Madhusudanpur 7 Pit & Incline,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING
CM-239,Magadh OCP,Jharkhand,CHATRA,CCL,OPENCAST,PUBLIC,WORKING
CM-240,Mahadeopuri,Madhya Pradesh,CHHINDWARA,WCL,UNDERGROUND,PUBLIC,WORKING
CM-241,Mahakali Colliery,Maharashtra,CHANDRAPUR,WCL,UNDERGROUND,PUBLIC,NON_WORKING
CM-242,Maheshpur,Jharkhand,DHANBAD,BCCL,UNDERGROUND,PUBLIC,WORKING
CM-243,Makardhokra-I OC Expansion Mine,Maharashtra,NAGPUR,WCL,OPENCAST,PUBLIC,WORKING
CM-244,Makardhokra-III OC MINE,Maharashtra,NAGPUR,WCL,OPENCAST,PUBLIC,WORKING
CM-245,Mandarboni,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING
CM-246,Manikpur,Chhattisgarh,KORBA,SECL,OPENCAST,PUBLIC,WORKING
CM-247,Manki/Churi,Jharkhand,RANCHI,CCL,UNDERGROUND,PUBLIC,WORKING
CM-248,Manna Incline,Maharashtra,CHANDRAPUR,WCL,UNDERGROUND,PUBLIC,NON_WORKING
CM-249,Manoharpur Coal Mine,Odisha,SUNDARGARH,OCPL,OPENCAST,PUBLIC,WORKING
CM-250,Manuguru Opencast,Telangana,KHAMMAM,SCCL,OPENCAST,PUBLIC,WORKING
CM-251,Marki Mangli - I Coal Mine,Maharashtra,YAVATMAL,TUML,OPENCAST,PRIVATE,WORKING
CM-252,Marki Mangli III,Maharashtra,YAVATMAL,BSIL,OPENCAST,PRIVATE,WORKING
CM-253,Mathani,Madhya Pradesh,CHHINDWARA,WCL,UNDERGROUND,PUBLIC,WORKING
CM-254,Meera,Madhya Pradesh,SHAHDOL,SECL,UNDERGROUND,PUBLIC,WORKING
CM-255,Methani Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING
CM-256,Metica Coal Mine,Jammu & Kashmir,Rajouri,JKML,UNDERGROUND,PUBLIC,WORKING
CM-257,Mohan (Mohan UG),Madhya Pradesh,CHHINDWARA,WCL,MIXED,PUBLIC,WORKING
CM-258,Mohanpur (Expn),West Bengal,Bardhaman,ECL,OPENCAST,PUBLIC,WORKING
CM-259,Moher & Moher Amlohri Extn,West Bengal,BIRBHUM,WBPDCL,OPENCAST,PUBLIC,WORKING
CM-260,Moher & Moher Amlohri Extn,Madhya Pradesh,SINGRAULI,Sasan Power Limited,OPENCAST,PRIVATE,WORKING
CM-261,Moonidih,Jharkhand,DHANBAD,BCCL,UNDERGROUND,PUBLIC,WORKING
CM-262,Mudidih,Jharkhand,DHANBAD,BCCL,OPENCAST,PUBLIC,WORKING
CM-263,Mungoli OCM,Maharashtra,YAVATMAL,WCL,OPENCAST,PUBLIC,WORKING
CM-264,N.C.P.H. Colliery (NEW),Chhattisgarh,KOREA,SECL,UNDERGROUND,PUBLIC,WORKING
CM-265,Nabakajora Colliery,Jharkhand,RAMGARH,ECL,UNDERGROUND,PUBLIC,NON_WORKING
CM-266,Naigaon OCM,Maharashtra,YAVATMAL,WCL,OPENCAST,PUBLIC,WORKING
CM-267,NAKC,Jharkhand,DHANBAD,BCCL,MIXED,PUBLIC,WORKING
CM-268,Nakrakonda -Kumardihi 'B' UG,West Bengal,Bardhaman,ECL,MIXED,PUBLIC,WORKING
CM-269,Nandgaon Incline,Maharashtra,CHANDRAPUR,WCL,UNDERGROUND,PUBLIC,WORKING
CM-270,Nandira Colliery,Odisha,Angul,MCL,UNDERGROUND,PUBLIC,WORKING
CM-271,Narsamuda Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING
CM-272,Navapara,Chhattisgarh,SURGUJA,SECL,UNDERGROUND,PUBLIC,WORKING
CM-273,Neelijay OCM,Maharashtra,YAVATMAL,WCL,OPENCAST,PUBLIC,WORKING
CM-274,Nehariya,Madhya Pradesh,CHHINDWARA,WCL,UNDERGROUND,PUBLIC,WORKING
CM-275,New Godhur-Kusunda-Alkusa,Jharkhand,DHANBAD,BCCL,OPENCAST,PUBLIC,WORKING
CM-276,New Kenda Colliery,West Bengal,Bardhaman,ECL,OPENCAST,PUBLIC,WORKING
CM-277,New Majri - I(A) & II Extn. (A) OC,Maharashtra,CHANDRAPUR,WCL,OPENCAST,PUBLIC,WORKING
CM-278,New Majri UG to OC Expn.,Maharashtra,CHANDRAPUR,WCL,OPENCAST,PUBLIC,WORKING
CM-279,New Moghla Coal Mine,Jammu & Kashmir,Rajouri,JKML,UNDERGROUND,PUBLIC,WORKING
CM-280,New Sethia,Madhya Pradesh,CHHINDWARA,WCL,OPENCAST,PUBLIC,NON_WORKING
CM-281,Nichitpur,Jharkhand,DHANBAD,BCCL,OPENCAST,PUBLIC,WORKING
CM-282,Nigahi Project,Madhya Pradesh,SINGRAULI,NCL,OPENCAST,PUBLIC,WORKING
CM-283,"Nimcha Colliery , Nimcha OC (Amkola) & Nimcha Highwall",West Bengal,Bardhaman,ECL,MIXED,PUBLIC,WORKING
CM-284,Ningah Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING
CM-285,Ningha (SSI) OC,West Bengal,Bardhaman,ECL,OPENCAST,PUBLIC,WORKING
CM-286,Nirsha,Jharkhand,DHANBAD,ECL,OPENCAST,PUBLIC,WORKING
CM-287,North Searsole OC Colliery,West Bengal,Bardhaman,ECL,OPENCAST,PUBLIC,WORKING
CM-288,North Urimari/Birsa-OC,Jharkhand,HAZARIBAGH,CCL,OPENCAST,PUBLIC,WORKING
CM-289,Nowrozabad (W),Madhya Pradesh,UMARIA,SECL,UNDERGROUND,PUBLIC,WORKING
CM-290,NTST-Jeenagora,Jharkhand,DHANBAD,BCCL,OPENCAST,PUBLIC,WORKING
CM-291,Orient Mine No. 1 & 2,Odisha,JHARSUGUDA,MCL,UNDERGROUND,PUBLIC,WORKING
CM-292,Pacchwara North Coal Mine,Jharkhand,PAKUR,WBPDCL,OPENCAST,PUBLIC,WORKING
CM-293,Pachhwara Central Coal Mine,Jharkhand,PAKUR,PSPCL,OPENCAST,PUBLIC,WORKING
CM-294,Padampur OC,Maharashtra,CHANDRAPUR,WCL,OPENCAST,PUBLIC,NON_WORKING
CM-295,Padmavathi Khani No.5 Incline,Telangana,KHAMMAM,SCCL,UNDERGROUND,PUBLIC,WORKING
CM-296,Pakri Barwadih,Jharkhand,HAZARIBAGH,NTPC,OPENCAST,PUBLIC,WORKING
CM-297,Pali,Madhya Pradesh,UMARIA,SECL,UNDERGROUND,PUBLIC,WORKING
CM-298,Pandaveswar UG,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING
CM-299,Pandavpara Colliery,Chhattisgarh,KOREA,SECL,UNDERGROUND,PUBLIC,WORKING
CM-300,Paoni II OCM,Maharashtra,CHANDRAPUR,WCL,OPENCAST,PUBLIC,WORKING
CM-301,Parasea Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING
CM-302,Parbelia Colliery,West Bengal,PURULIA,ECL,UNDERGROUND,PUBLIC,WORKING
CM-303,Parej East OCP,Jharkhand,RAMGARH,CCL,OPENCAST,PUBLIC,WORKING
CM-304,Parsa East and Kanta Basan OCM,Chhattisgarh,SURGUJA,RRVUNL,OPENCAST,PUBLIC,WORKING
CM-305,Patansaongi Colliery,Maharashtra,NAGPUR,WCL,UNDERGROUND,PUBLIC,WORKING
CM-306,Patmohana Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING
CM-307,Penganga OC,Maharashtra,CHANDRAPUR,WCL,OPENCAST,PUBLIC,WORKING
CM-308,"Pimpalgaon,",Maharashtra,YAVATMAL,WCL,OPENCAST,PUBLIC,NON_WORKING
CM-309,Pindra Colliery,Jharkhand,RAMGARH,CCL,OPENCAST,PUBLIC,NON_WORKING
CM-310,Piparia,Madhya Pradesh,UMARIA,SECL,UNDERGROUND,PUBLIC,WORKING
CM-311,Porascol East Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING
CM-312,Porascol West Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING
CM-313,Prakasham Khani OC,Telangana,KHAMMAM,SCCL,OPENCAST,PUBLIC,WORKING
CM-314,Pundi,Jharkhand,RAMGARH,CCL,OPENCAST,PUBLIC,NON_WORKING
CM-315,Pure Searsole Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING
CM-316,Purnadih,Jharkhand,RANCHI,CCL,OPENCAST,PUBLIC,WORKING
CM-317,Rajendra,Madhya Pradesh,SHAHDOL,SECL,UNDERGROUND,PUBLIC,WORKING
CM-318,Rajhara,Jharkhand,PALAMU,CCL,OPENCAST,PUBLIC,NON_WORKING
CM-319,Rajmahal OCP,Jharkhand,GODDA,ECL,OPENCAST,PUBLIC,WORKING
CM-320,Rajnagar RO,Madhya Pradesh,SHAHDOL,SECL,UNDERGROUND,PUBLIC,WORKING
CM-321,Rajpura,Jharkhand,DHANBAD,ECL,OPENCAST,PUBLIC,WORKING
CM-322,Rajrappa Project,Jharkhand,RAMGARH,CCL,OPENCAST,PUBLIC,WORKING
CM-323,Rajur UG,Maharashtra,YAVATMAL,WCL,UNDERGROUND,PUBLIC,WORKING
CM-324,Ramagundam OC-I Extn. Ph-II,Telangana,PEDDAPALLI,SCCL,OPENCAST,PUBLIC,WORKING
CM-325,Ramagundam-OC 3 & OC III,Telangana,PEDDAPALLI,SCCL,OPENCAST,PUBLIC,WORKING
CM-326,Ramakrishnapur OC,Telangana,MANCHERIAL,SCCL,OPENCAST,PUBLIC,WORKING
CM-327,Ramnagar Colliery,West Bengal,PASCHIM BARDHAMAN,IISCO,UNDERGROUND,PUBLIC,NON_WORKING
CM-328,Ramnagar Colliery,West Bengal,PASCHIM BARDHAMAN,IISCO,OPENCAST,PUBLIC,WORKING
CM-329,Rampur Batura,Madhya Pradesh,SHAHDOL,SECL,OPENCAST,PUBLIC,WORKING
CM-330,Raniatari,Chhattisgarh,KOREA,SECL,UNDERGROUND,PUBLIC,WORKING
CM-331,Ravindra Khani-5 Incline,Telangana,MANCHERIAL,SCCL,UNDERGROUND,PUBLIC,WORKING
CM-332,Ravindra Khani-6 Incline,Telangana,MANCHERIAL,SCCL,UNDERGROUND,PUBLIC,WORKING
CM-333,"Ravindra Khani-7,Incline",Telangana,MANCHERIAL,SCCL,UNDERGROUND,PUBLIC,WORKING
CM-334,"Ravindra Khani-New Tech,",Telangana,MANCHERIAL,SCCL,UNDERGROUND,PUBLIC,WORKING
CM-335,Rehar,Chhattisgarh,SURGUJA,SECL,UNDERGROUND,PUBLIC,WORKING
CM-336,Religara,Jharkhand,HAZARIBAGH,CCL,OPENCAST,PUBLIC,WORKING
CM-337,ROCP/S. Jharia,Jharkhand,DHANBAD,BCCL,OPENCAST,PUBLIC,WORKING
CM-338,Rohini,Jharkhand,RANCHI,CCL,OPENCAST,PUBLIC,WORKING
CM-339,Samleswari OCP,Odisha,JHARSUGUDA,MCL,OPENCAST,PUBLIC,WORKING
CM-340,Sankarpur Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING
CM-341,Saoner Mine - II,Maharashtra,NAGPUR,WCL,UNDERGROUND,PUBLIC,WORKING
CM-342,Saoner Mine - III,Maharashtra,NAGPUR,WCL,UNDERGROUND,PUBLIC,WORKING
CM-343,Saoner Mine-I,Maharashtra,NAGPUR,WCL,UNDERGROUND,PUBLIC,WORKING
CM-344,Saraipali,Chhattisgarh,KORBA,SECL,UNDERGROUND,PUBLIC,WORKING
CM-345,Sarisatolli Coal Mine,West Bengal,PASCHIM BARDHAMAN,CESC,OPENCAST,PRIVATE,WORKING
CM-346,Sarni Mine,Madhya Pradesh,BETUL,WCL,UNDERGROUND,PUBLIC,NON_WORKING
CM-347,Sarubera,Jharkhand,RAMGARH,CCL,UNDERGROUND,PUBLIC,NON_WORKING
